node_index,label,type,length,x1,x2,y1,y2,z1,z2,angle_down,angle_roll
77,Apex,Normal_root_before_emergence,0.0,0.005561367856130588,0.005561367856130588,-0.00010501845959368116,-0.00010501845959368116,-0.09967441009442454,-0.09967441009442454,34.26916059369769,11.572869330037967
78,Segment,Normal_root_after_emergence,0.005,0.005052826885685419,0.0053192449685518445,0.02248008395174077,0.025076892781862706,-0.026309727824618486,-0.0305741862081559,-11.471911177916176,109.56449362117013
79,Apex,Normal_root_before_emergence,0.0,0.0053192449685518445,0.0053192449685518445,0.025076892781862706,0.025076892781862706,-0.0305741862081559,-0.0305741862081559,48.50900701242211,9.607891442243545
80,Segment,Normal_root_after_emergence,0.005,0.006151257755410187,0.007519509250699196,-0.015117212430072871,-0.01875067364747614,-0.012491002598076603,-0.015641533890932736,-1.494133249585603,-3.0320100368137797
81,Segment,Normal_root_after_emergence,0.005,-0.003785658022721364,-0.007704779847410491,0.0019970067345850056,0.004118542888372672,-0.0035847161230878385,-0.00585177776129206,6.428027076161405,113.43844350545314
82,Apex,Normal_root_before_emergence,0.0,-0.007704779847410491,-0.007704779847410491,0.004118542888372672,0.004118542888372672,-0.00585177776129206,-0.00585177776129206,28.726994378003784,10.649006692458268
83,Segment,Normal_root_after_emergence,0.005,0.005561367856130588,0.005942486186812988,-0.00010501845959368116,0.0009867483825847956,-0.09967441009442454,-0.10453885188977347,6.356573550985249,120.80751484408502
84,Apex,Normal_root_before_emergence,0.0,0.005942486186812988,0.005942486186812988,0.0009867483825847956,0.0009867483825847956,-0.10453885188977347,-0.10453885188977347,46.915108271735356,8.042626983818781
85,Segment,Normal_root_after_emergence,0.005,-0.03165241362726228,-0.03373688127010696,-0.020407953858308858,-0.022147478888639403,-0.040349259808194565,-0.04454795571463826,9.817125084823061,1.3788484565733825
86,Segment,Normal_root_after_emergence,0.005,0.0053192449685518445,0.005233844471842603,0.025076892781862706,0.027560588988623496,-0.0305741862081559,-0.034912844976448684,4.093958096233822,113.58054056535549
87,Apex,Normal_root_before_emergence,0.0,0.005233844471842603,0.005233844471842603,0.027560588988623496,0.027560588988623496,-0.034912844976448684,-0.034912844976448684,61.484874685492386,1.5584358198377806
88,Segment,Normal_root_after_emergence,0.005,0.007519509250699196,0.008737749908936094,-0.01875067364747614,-0.02245790866581629,-0.015641533890932736,-0.018767601423378417,-2.911636670289392,-8.63554817238968
89,Segment,Normal_root_after_emergence,0.005,-0.007704779847410491,-0.011372858557920935,0.004118542888372672,0.006375197348170327,-0.00585177776129206,-0.008391996102808275,3.1643813291995526,108.40752842670676
90,Apex,Normal_root_before_emergence,0.0,-0.011372858557920935,-0.011372858557920935,0.006375197348170327,0.006375197348170327,-0.008391996102808275,-0.008391996102808275,50.75805837241246,5.99774380702749
91,Segment,Normal_root_after_emergence,0.005,0.005942486186812988,0.00663994930097931,0.0009867483825847956,0.0024856375218828344,-0.10453885188977347,-0.10925763102769376,7.138069407940886,120.27151129383934
92,Apex,Normal_root_before_emergence,0.0,0.00663994930097931,0.00663994930097931,0.0024856375218828344,0.0024856375218828344,-0.10925763102769376,-0.10925763102769376,52.4058789051251,10.16916590575459
93,Apex,Normal_root_after_emergence,0.0021509188638137735,-0.03373688127010696,-0.0348117764554472,-0.022147478888639403,-0.022696701691932577,-0.04454795571463826,-0.046328238448246906,-7.567059309986655,146.44533447059953
94,Apex,Normal_root_before_emergence,0.0,-0.0348117764554472,-0.0348117764554472,-0.022696701691932577,-0.022696701691932577,-0.046328238448246906,-0.046328238448246906,50.14882180030173,8.65470751100472
95,Apex,Normal_root_after_emergence,0.0015303442405400626,0.005233844471842603,0.005217588286188415,0.027560588988623496,0.0283233061711221,-0.034912844976448684,-0.03623947670021512,1.2204101356520967,140.28278037954408
96,Apex,Normal_root_before_emergence,0.0,0.005217588286188415,0.005217588286188415,0.0283233061711221,0.0283233061711221,-0.03623947670021512,-0.03623947670021512,32.588704042198,6.629088784189382
97,Apex,Normal_root_after_emergence,0.0023669388520127306,0.00663994930097931,0.007023912075622214,0.0024856375218828344,0.0030121050610812028,-0.10925763102769376,-0.11153310988873076,4.248739234703976,113.3185850996471
98,Apex,Normal_root_before_emergence,0.0,0.007023912075622214,0.007023912075622214,0.0030121050610812028,0.0030121050610812028,-0.11153310988873076,-0.11153310988873076,34.92483891473249,13.998717514004646
99,Apex,Normal_root_after_emergence,0.0009111830982667718,0.008737749908936094,0.008935091260599213,-0.02245790866581629,-0.023153504067055214,-0.018767601423378417,-0.019322090437936926,-3.6058452943959116,119.62449939251974
100,Apex,Normal_root_before_emergence,0.0,0.008935091260599213,0.008935091260599213,-0.023153504067055214,-0.023153504067055214,-0.019322090437936926,-0.019322090437936926,40.50066762587156,6.194610521990488
101,Apex,Normal_root_after_emergence,0.0002934162437755539,-0.011372858557920935,-0.011583850244742799,0.006375197348170327,0.006496519070944326,-0.008391996102808275,-0.0085558760582225,2.0383465396050813,-5.7962357866466165
